,Published Date,Account,Account Type,Campaign Name,Total Impressions,Total Engagements,Media Type,Engagement_Rate
2585,2023-02-01 15:00:02.507,General ,TWITTER,Community Engagement ,9796,40,Photo,0.4083299305839118
2586,2023-02-01 15:00:01.000,General ,FBPAGE,Community Engagement ,29032,413,Photo,1.4225682006062275
2587,2023-02-01 12:30:02.966,General ,TWITTER,Community Engagement ,304,16,Photo,5.263157894736842
2588,2023-02-01 12:00:33.133,General ,TWITTER,Community Engagement ,12782,394,Video,3.082459708965733
2592,2023-02-01 11:00:08.630,General ,TWITTER,Community Engagement ,110459,2342,Photo,2.120243710335962
2593,2023-02-01 09:00:05.830,General ,TWITTER,Community Engagement ,7462,28,Text,0.37523452157598497
2594,2023-02-01 09:00:05.489,General ,TWITTER,Community Engagement ,8630,25,Link,0.28968713789107764
2595,2023-02-01 09:00:03.880,General ,TWITTER,Community Engagement ,2365,11,Link,0.46511627906976744
2596,2023-02-01 09:00:03.486,General ,TWITTER,Community Engagement ,1927,10,Link,0.5189413596263622
2597,2023-02-01 09:00:03.083,General ,TWITTER,Community Engagement ,1679,6,Link,0.357355568790947
2598,2023-02-01 09:00:02.624,General ,TWITTER,Community Engagement ,1697,12,Link,0.7071302298173248
2599,2023-02-01 09:00:01.934,General ,TWITTER,Community Engagement ,1826,8,Link,0.43811610076670315
2600,2023-02-01 09:00:01.124,General ,TWITTER,Community Engagement ,15059,103,Text,0.6839763596520354
2601,2023-02-01 05:28:24.000,General ,INSTAGRAM,Community Engagement ,4840,0,Photo,0.0
2602,2023-02-01 05:27:13.427,CSGO,TWITTER,Community Engagement ,1427,36,Photo,2.522775052557814
2603,2023-02-01 04:31:40.935,CSGO,TWITTER,Community Engagement ,1778,33,Photo,1.856017997750281
2604,2023-02-01 04:31:27.000,General ,INSTAGRAM,Community Engagement ,5940,0,Photo,0.0
2605,2023-02-01 03:30:04.484,CSGO,TWITTER,Community Engagement ,2842,102,Photo,3.589021815622801
2606,2023-01-31 19:58:01.833,General ,TWITTER,Community Engagement ,177,25,Text,14.124293785310735
2607,2023-01-31 17:49:42.000,General ,YOUTUBE,Community Engagement ,2754,94,Video,3.413217138707335
2608,2023-01-31 17:43:53.000,General ,INSTAGRAM,N/A ,6766,174,Video,2.571681939107301
2609,2023-01-31 17:43:15.000,General ,TIKTOK_BUSINESS,N/A ,1479,141,Video,9.533468559837727
2610,2023-01-31 15:10:36.111,General ,TWITTER,Community Engagement ,292,12,Text,4.10958904109589
2625,2023-01-31 13:00:07.000,General ,INSTAGRAM,N/A ,222,16,Video,7.207207207207207
2626,2023-01-31 12:57:50.000,General ,TIKTOK_BUSINESS,N/A ,1423,187,Video,13.141250878425861
2628,2023-01-31 09:45:12.125,CSGO,TWITTER,Community Engagement ,841,29,Photo,3.4482758620689653
2629,2023-01-31 09:39:39.000,General ,YOUTUBE,N/A ,2,0,Video,0.0
2631,2023-01-31 09:19:34.616,General ,TWITTER,Community Engagement ,3456,143,Text,4.137731481481482
2632,2023-01-30 16:36:44.788,General ,TWITTER,Community Engagement ,11999,100,Photo,0.8334027835652971
2633,2023-01-30 16:36:44.000,General ,INSTAGRAM,Community Engagement ,5034,0,Photo,0.0
2634,2023-01-30 16:19:13.000,General ,FBPAGE,N/A ,28301,3972,Photo,14.034839758312428
2635,2023-01-30 16:19:09.832,DOTA2,TWITTER,N/A ,1318,56,Photo,4.24886191198786
2636,2023-01-30 15:44:20.943,General ,TWITTER,Community Engagement ,9956,179,Video,1.7979108075532342
2637,2023-01-30 15:41:35.077,General ,TWITTER,Community Engagement ,10954,153,Video,1.3967500456454265
2638,2023-01-30 15:02:09.769,General ,TWITTER,Community Engagement ,9563,50,Photo,0.5228484785109275
2639,2023-01-30 15:02:09.000,General ,INSTAGRAM,Community Engagement ,5753,0,Photo,0.0
2640,2023-01-30 14:24:14.000,General ,TIKTOK_BUSINESS,N/A ,495,20,Video,4.040404040404041
2641,2023-01-30 13:40:58.422,General ,TWITTER,Community Engagement ,520,26,Text,5.0
2645,2023-01-30 13:24:20.000,General ,INSTAGRAM,N/A ,444,6,Video,1.3513513513513513
2646,2023-01-30 13:22:34.000,General ,TIKTOK_BUSINESS,N/A ,493,83,Video,16.835699797160245
2647,2023-01-30 12:12:07.643,General ,TWITTER,Community Engagement ,4919,122,Video,2.480178898150031
2648,2023-01-30 12:05:02.861,General ,TWITTER,Community Engagement ,305,13,Text,4.2622950819672125
2649,2023-01-30 11:52:07.705,General ,TWITTER,Community Engagement ,3348,72,Text,2.1505376344086025
2650,2023-01-30 10:13:10.674,General ,TWITTER,Community Engagement ,202,13,Video,6.435643564356436
2651,2023-01-30 10:01:05.304,General ,TWITTER,Community Engagement ,360,27,Video,7.5
2652,2023-01-30 10:00:17.097,CSGO,TWITTER,Community Engagement ,1820,41,Photo,2.2527472527472527
2653,2023-01-29 18:23:22.959,DOTA2,TWITTER,N/A ,701,49,Text,6.990014265335236
2654,2023-01-29 18:04:30.307,DOTA2,TWITTER,N/A ,711,9,Text,1.2658227848101267
2655,2023-01-29 17:48:48.079,DOTA2,TWITTER,N/A ,9213,885,Photo,9.605991533702376
2657,2023-01-29 17:42:21.000,General ,FBPAGE,N/A ,31592,5805,Text,18.374905039250443
2658,2023-01-29 17:41:56.177,DOTA2,TWITTER,N/A ,2575,69,Text,2.679611650485437
2659,2023-01-29 17:34:21.000,General ,FBPAGE,N/A ,34970,6331,Photo,18.104089219330856
2660,2023-01-29 17:33:30.960,DOTA2,TWITTER,N/A ,1660,72,Photo,4.337349397590361
2661,2023-01-29 17:26:12.000,General ,FBPAGE,N/A ,26538,3075,Text,11.587158037531088
2662,2023-01-29 17:26:02.240,DOTA2,TWITTER,N/A ,2473,74,Text,2.9923170238576624
2663,2023-01-29 17:14:57.000,General ,FBPAGE,N/A ,27235,2923,Photo,10.732513310078943
2664,2023-01-29 17:14:34.026,DOTA2,TWITTER,N/A ,1527,95,Photo,6.221349050425671
2665,2023-01-29 17:11:12.467,DOTA2,TWITTER,N/A ,1163,32,Photo,2.751504729148753
2666,2023-01-29 17:11:02.000,General ,FBPAGE,N/A ,34208,5150,Photo,15.054957904583723
2668,2023-01-29 16:45:14.351,DOTA2,TWITTER,N/A ,1792,43,Text,2.3995535714285716
2669,2023-01-29 16:44:40.746,DOTA2,TWITTER,N/A ,1559,42,Text,2.6940346375881976
2670,2023-01-29 16:44:38.000,General ,FBPAGE,N/A ,24227,3766,Text,15.544640277376482
2671,2023-01-29 16:41:27.032,DOTA2,TWITTER,N/A ,4351,263,Text,6.044587451160653
2672,2023-01-29 16:41:22.000,General ,FBPAGE,N/A ,40236,9218,Text,22.909831991251618
2673,2023-01-29 16:27:49.000,General ,INSTAGRAM,Community Engagement ,6662,0,Photo,0.0
2674,2023-01-29 16:27:19.604,General ,TWITTER,Community Engagement ,11465,124,Photo,1.0815525512429132
2675,2023-01-29 16:14:30.000,General ,FBPAGE,N/A ,23227,5420,Photo,23.334911955913377
2676,2023-01-29 16:14:20.138,DOTA2,TWITTER,N/A ,5128,536,Photo,10.452418096723868
2677,2023-01-29 15:50:50.794,DOTA2,TWITTER,N/A ,1156,139,Video,12.024221453287197
2678,2023-01-29 15:50:47.000,General ,FBPAGE,N/A ,19306,3590,Video,18.59525536102766
2679,2023-01-29 15:45:23.000,General ,FBPAGE,N/A ,34869,6689,Text,19.183228655826092
2680,2023-01-29 15:45:02.705,DOTA2,TWITTER,N/A ,1588,43,Text,2.707808564231738
2681,2023-01-29 15:41:47.822,General ,TWITTER,Community Engagement ,11310,248,Video,2.1927497789566757
2682,2023-01-29 15:37:06.000,General ,FBPAGE,N/A ,30994,4303,Text,13.88333225785636
2683,2023-01-29 15:36:52.883,DOTA2,TWITTER,N/A ,1324,46,Text,3.474320241691843
2685,2023-01-29 15:23:49.000,General ,FBPAGE,N/A ,17476,2103,Video,12.033646143282215
2686,2023-01-29 15:21:42.749,DOTA2,TWITTER,N/A ,1283,87,Video,6.780982073265783
2687,2023-01-29 15:17:22.370,DOTA2,TWITTER,N/A ,566,16,Photo,2.8268551236749118
2689,2023-01-29 15:15:29.000,General ,FBPAGE,N/A ,41089,6779,Photo,16.498332887147413
2690,2023-01-29 15:15:20.870,DOTA2,TWITTER,N/A ,1654,92,Photo,5.562273276904474
2691,2023-01-29 15:14:33.649,General ,TWITTER,Community Engagement ,11818,319,Video,2.6992722964968694
2692,2023-01-29 15:12:50.445,DOTA2,TWITTER,N/A ,1813,131,Video,7.225592939878654
2693,2023-01-29 14:55:10.000,General ,INSTAGRAM,Community Engagement ,6868,0,Photo,0.0
2694,2023-01-29 14:55:09.041,General ,TWITTER,Community Engagement ,9414,54,Photo,0.5736137667304015
2695,2023-01-29 14:33:24.000,General ,INSTAGRAM,Community Engagement ,7525,0,Photo,0.0
2696,2023-01-29 13:52:31.290,General ,TWITTER,Community Engagement ,116,6,Text,5.172413793103448
2697,2023-01-29 12:23:17.009,General ,TWITTER,Community Engagement ,375,10,Video,2.666666666666667
2698,2023-01-29 09:04:19.080,DOTA2,TWITTER,N/A ,251,4,Text,1.593625498007968
2701,2023-01-29 08:06:06.819,DOTA2,TWITTER,N/A ,2528,82,Photo,3.2436708860759493
2702,2023-01-29 08:06:06.016,DOTA2,TWITTER,N/A ,6189,465,Photo,7.513330101793504
2704,2023-01-29 08:05:51.000,General ,FBPAGE,N/A ,5,0,Photo,0.0
2705,2023-01-29 08:05:29.000,General ,FBPAGE,N/A ,67834,18699,Photo,27.56582244891942
2706,2023-01-28 17:15:15.887,DOTA2,TWITTER,N/A ,1569,117,Text,7.45697896749522
2707,2023-01-28 16:26:11.323,General ,TWITTER,Community Engagement ,11723,270,Video,2.3031647189286018
2708,2023-01-28 16:21:45.935,General ,TWITTER,Community Engagement ,11278,65,Photo,0.5763433232842703
2709,2023-01-28 16:21:44.000,General ,INSTAGRAM,Community Engagement ,5736,0,Photo,0.0
2710,2023-01-28 16:04:25.173,General ,TWITTER,Community Engagement ,1384,87,Video,6.286127167630058
2711,2023-01-28 15:58:26.923,General ,TWITTER,Community Engagement ,12469,236,Video,1.892693880824445
2712,2023-01-28 15:00:41.738,General ,TWITTER,Community Engagement ,9639,37,Photo,0.38385724660234466
2713,2023-01-28 15:00:40.000,General ,INSTAGRAM,Community Engagement ,5991,0,Photo,0.0
2714,2023-01-28 14:43:17.000,General ,INSTAGRAM,Community Engagement ,6547,0,Photo,0.0
2715,2023-01-28 12:53:40.403,General ,TWITTER,Community Engagement ,2949,31,Text,1.0512037978975926
2716,2023-01-27 15:41:09.070,General ,TWITTER,Community Engagement ,281,9,Video,3.202846975088968
2717,2023-01-27 15:18:12.271,General ,TWITTER,Community Engagement ,22198,1000,Photo,4.504910352283989
2719,2023-01-27 14:56:50.000,General ,FBPAGE,N/A ,34266,9458,Photo,27.60170431331349
2720,2023-01-27 14:56:48.000,General ,INSTAGRAM,Community Engagement ,3971,0,Photo,0.0
2721,2023-01-27 14:56:37.534,DOTA2,TWITTER,N/A ,1684,82,Photo,4.86935866983373
2722,2023-01-27 14:56:01.695,General ,TWITTER,Community Engagement ,19281,576,Photo,2.987396919246927
2723,2023-01-27 14:47:28.714,DOTA2,TWITTER,N/A ,1019,12,Text,1.1776251226692835
2724,2023-01-27 14:47:01.283,General ,TWITTER,Community Engagement ,15980,169,Text,1.0575719649561952
2725,2023-01-27 14:43:41.338,DOTA2,TWITTER,N/A ,1425,34,Video,2.3859649122807016
2726,2023-01-27 14:40:13.284,General ,TWITTER,Community Engagement ,33040,335,Photo,1.0139225181598064
2727,2023-01-27 14:24:36.000,General ,FBPAGE,N/A ,17050,1639,Video,9.612903225806452
2728,2023-01-27 14:23:36.581,DOTA2,TWITTER,N/A ,906,47,Video,5.187637969094923
2729,2023-01-27 14:19:31.847,General ,TWITTER,Community Engagement ,167,5,Text,2.9940119760479043
2731,2023-01-27 14:15:55.019,CSGO,TWITTER,Community Engagement ,971,70,Text,7.209062821833162
2732,2023-01-27 14:11:17.726,DOTA2,TWITTER,N/A ,1785,85,Text,4.761904761904762
2733,2023-01-27 14:03:18.000,General ,INSTAGRAM,Community Engagement ,3924,0,Photo,0.0
2734,2023-01-27 14:03:17.008,General ,TWITTER,Community Engagement ,25751,353,Photo,1.370820550658227
2735,2023-01-27 14:03:09.901,DOTA2,TWITTER,N/A ,910,26,Photo,2.857142857142857
2736,2023-01-27 14:03:07.000,General ,FBPAGE,N/A ,21249,898,Photo,4.226081227351875
2737,2023-01-27 13:58:54.707,General ,TWITTER,Community Engagement ,13410,385,Video,2.870991797166294
2738,2023-01-27 13:51:46.000,General ,INSTAGRAM,Community Engagement ,4066,0,Video,0.0
2739,2023-01-27 13:40:17.600,General ,TWITTER,Community Engagement ,745,19,Video,2.5503355704697985
2743,2023-01-27 12:33:11.042,General ,TWITTER,Community Engagement ,63,4,Text,6.349206349206349
2745,2023-01-27 12:05:43.112,General ,TWITTER,Community Engagement ,28493,629,Photo,2.2075597515179166
2748,2023-01-27 12:01:18.899,DOTA2,TWITTER,N/A ,654,25,Photo,3.82262996941896
2749,2023-01-27 12:00:02.443,DOTA2,TWITTER,N/A ,1731,91,Photo,5.257076834199884
2750,2023-01-27 12:00:01.000,General ,FBPAGE,Community Engagement ,9158,526,Photo,5.743612142389168
2751,2023-01-27 11:51:34.660,General ,TWITTER,Community Engagement ,60,3,Text,5.0
2752,2023-01-27 11:31:54.063,General ,TWITTER,Community Engagement ,72,10,Text,13.88888888888889
2753,2023-01-27 11:23:07.708,General ,TWITTER,Community Engagement ,12446,207,Photo,1.6631849590229792
2754,2023-01-27 10:16:36.136,General ,TWITTER,Community Engagement ,2204,66,Video,2.9945553539019962
2755,2023-01-27 10:00:45.831,General ,TWITTER,Community Engagement ,8205,329,Video,4.00975015234613
2756,2023-01-27 09:44:02.000,General ,INSTAGRAM,Community Engagement ,4098,0,Photo,0.0
2757,2023-01-27 09:43:14.456,CSGO,TWITTER,Community Engagement ,1520,47,Photo,3.0921052631578947
2758,2023-01-27 08:58:17.503,CSGO,TWITTER,Community Engagement ,2284,269,Video,11.777583187390544
2759,2023-01-27 08:38:06.253,DOTA2,TWITTER,Community Engagement ,2833,149,Text,5.2594422873279205
2760,2023-01-27 08:37:15.505,DOTA2,TWITTER,Community Engagement ,776,43,Text,5.541237113402062
2761,2023-01-27 08:19:00.000,General ,INSTAGRAM,Community Engagement ,4217,0,Photo,0.0
2762,2023-01-27 08:17:21.206,CSGO,TWITTER,Community Engagement ,1929,27,Photo,1.3996889580093312
2763,2023-01-27 07:54:15.313,CSGO,TWITTER,Community Engagement ,1058,17,Text,1.606805293005671
2765,2023-01-27 07:41:00.590,CSGO,TWITTER,Community Engagement ,5421,560,Video,10.330197380557093
2766,2023-01-27 07:17:55.671,CSGO,TWITTER,Community Engagement ,7122,88,Text,1.2356079752878404
2767,2023-01-27 07:16:07.640,CSGO,TWITTER,Community Engagement ,500,20,Text,4.0
2769,2023-01-27 06:56:02.000,General ,INSTAGRAM,Community Engagement ,4341,0,Photo,0.0
2770,2023-01-27 06:55:33.618,CSGO,TWITTER,Community Engagement ,847,16,Photo,1.8890200708382525
2771,2023-01-27 06:02:11.733,CSGO,TWITTER,Community Engagement ,3126,61,Photo,1.9513755598208573
2772,2023-01-27 06:02:10.000,General ,INSTAGRAM,Community Engagement ,4780,0,Photo,0.0
2773,2023-01-27 05:49:32.582,DOTA2,TWITTER,Community Engagement ,364,13,Text,3.571428571428571
2774,2023-01-27 05:36:58.408,CSGO,TWITTER,Community Engagement ,4590,101,Photo,2.2004357298474946
2775,2023-01-27 05:00:30.037,CSGO,TWITTER,Community Engagement ,22372,2177,Video,9.730913642052567
2776,2023-01-26 21:19:33.407,General ,TWITTER,Community Engagement ,97,21,Text,21.649484536082475
2777,2023-01-26 18:03:24.874,DOTA2,TWITTER,Community Engagement ,2229,118,Text,5.293853746074473
2778,2023-01-26 17:41:24.222,General ,TWITTER,Community Engagement ,974,47,Photo,4.825462012320329
2780,2023-01-26 17:26:57.000,General ,INSTAGRAM,Community Engagement ,4666,0,Video,0.0
2781,2023-01-26 17:14:51.000,General ,INSTAGRAM,Community Engagement ,4876,0,Photo,0.0
2783,2023-01-26 16:42:29.000,General ,INSTAGRAM,Community Engagement ,4931,0,Video,0.0
2785,2023-01-26 16:27:14.469,General ,TWITTER,Community Engagement ,44737,409,Photo,0.9142320674162328
2786,2023-01-26 16:24:07.000,General ,INSTAGRAM,N/A ,5018,0,Photo,0.0
2787,2023-01-26 16:16:26.593,General ,TWITTER,Community Engagement ,2164,142,Text,6.561922365988909
2789,2023-01-26 16:12:12.539,General ,TWITTER,Community Engagement ,14904,547,Video,3.6701556629092864
2790,2023-01-26 16:11:23.709,General ,TWITTER,Community Engagement ,1208,25,Text,2.06953642384106
2791,2023-01-26 16:07:05.288,General ,TWITTER,Community Engagement ,2725,77,Text,2.8256880733944953
2792,2023-01-26 16:05:54.353,General ,TWITTER,Community Engagement ,28868,1864,Photo,6.456976583067757
2793,2023-01-26 16:04:58.296,DOTA2,TWITTER,Community Engagement ,1722,62,Photo,3.6004645760743323
2794,2023-01-26 16:04:38.000,General ,FBPAGE,Community Engagement ,51547,3675,Photo,7.1294158728927
2795,2023-01-26 16:03:51.673,General ,TWITTER,Community Engagement ,29730,595,Photo,2.001345442314161
2796,2023-01-26 16:02:51.953,DOTA2,TWITTER,Community Engagement ,1115,37,Video,3.3183856502242155
2798,2023-01-26 16:00:55.552,General ,TWITTER,Community Engagement ,13259,133,Text,1.003092239233728
2799,2023-01-26 16:00:46.000,General ,INSTAGRAM,Community Engagement ,5071,0,Video,0.0
2802,2023-01-26 15:45:33.000,General ,INSTAGRAM,Community Engagement ,5182,0,Photo,0.0
2803,2023-01-26 15:41:32.937,DOTA2,TWITTER,Community Engagement ,1535,68,Photo,4.429967426710098
2804,2023-01-26 15:36:02.000,General ,INSTAGRAM,Community Engagement ,4898,0,Video,0.0
2805,2023-01-26 15:35:59.244,General ,TWITTER,Community Engagement ,11285,375,Video,3.322995126273815
2806,2023-01-26 15:29:31.018,General ,TWITTER,Community Engagement ,10588,347,Video,3.2772950510011336
2807,2023-01-26 15:27:42.308,DOTA2,TWITTER,Community Engagement ,894,40,Photo,4.47427293064877
2808,2023-01-26 15:27:07.000,General ,INSTAGRAM,Community Engagement ,5438,0,Video,0.0
2809,2023-01-26 15:24:12.466,DOTA2,TWITTER,Community Engagement ,1365,45,Text,3.296703296703297
2810,2023-01-26 15:14:34.000,General ,FBPAGE,Community Engagement ,28552,2655,Photo,9.298823199775848
2811,2023-01-26 15:14:26.009,DOTA2,TWITTER,Community Engagement ,1361,43,Photo,3.159441587068332
2812,2023-01-26 15:14:11.643,DOTA2,TWITTER,Community Engagement ,581,16,Text,2.753872633390706
2813,2023-01-26 15:13:59.149,General ,TWITTER,Community Engagement ,30335,361,Photo,1.190044503049283
2814,2023-01-26 15:13:59.000,General ,INSTAGRAM,Community Engagement ,5637,0,Photo,0.0
2815,2023-01-26 15:10:04.130,DOTA2,TWITTER,Community Engagement ,402,18,Text,4.477611940298507
2817,2023-01-26 15:07:57.000,General ,TIKTOK_BUSINESS,Community Engagement ,784,35,Video,4.464285714285714
2818,2023-01-26 15:06:49.544,DOTA2,TWITTER,Community Engagement ,1640,128,Text,7.804878048780488
2821,2023-01-26 14:58:16.724,DOTA2,TWITTER,Community Engagement ,700,9,Text,1.2857142857142856
2822,2023-01-26 14:57:45.337,DOTA2,TWITTER,Community Engagement ,613,5,Text,0.8156606851549755
2823,2023-01-26 14:57:05.647,General ,TWITTER,Community Engagement ,1175,22,Text,1.872340425531915
2824,2023-01-26 14:49:13.000,General ,INSTAGRAM,Community Engagement ,5729,0,Photo,0.0
2825,2023-01-26 14:49:09.000,General ,INSTAGRAM,Community Engagement ,5853,0,Photo,0.0
2826,2023-01-26 14:49:05.000,General ,INSTAGRAM,Community Engagement ,5967,0,Photo,0.0
2827,2023-01-26 14:49:01.000,General ,INSTAGRAM,Community Engagement ,6148,0,Photo,0.0
2828,2023-01-26 14:48:47.000,General ,INSTAGRAM,Community Engagement ,6456,0,Photo,0.0
2829,2023-01-26 14:46:49.000,General ,INSTAGRAM,Community Engagement ,71742,5472,Photo,7.6273312703855485
2830,2023-01-26 14:46:39.874,General ,TWITTER,Community Engagement ,49014,1816,Photo,3.7050638593055045
2831,2023-01-26 14:44:25.795,DOTA2,TWITTER,Community Engagement ,30805,1366,Photo,4.434345073851648
2833,2023-01-26 14:33:27.000,General ,FBPAGE,Community Engagement ,24656,4494,Photo,18.22680077871512
2834,2023-01-26 14:33:16.005,DOTA2,TWITTER,Community Engagement ,1468,80,Photo,5.449591280653951
2835,2023-01-26 14:09:28.000,General ,INSTAGRAM,Community Engagement ,7305,0,Photo,0.0
2836,2023-01-26 13:59:19.419,General ,TWITTER,Community Engagement ,12001,233,Photo,1.941504874593784
2850,2023-01-26 13:39:59.205,DOTA2,TWITTER,Community Engagement ,2328,155,Photo,6.658075601374571
2851,2023-01-26 13:39:56.000,General ,FBPAGE,Community Engagement ,50696,8065,Photo,15.90855294303298
2852,2023-01-26 13:26:20.562,General ,TWITTER,Community Engagement ,1109,44,Photo,3.967538322813345
2853,2023-01-26 13:13:00.676,DOTA2,TWITTER,Community Engagement ,1640,68,Video,4.146341463414634
2854,2023-01-26 13:12:16.380,DOTA2,TWITTER,Community Engagement ,677,21,Photo,3.10192023633678
2855,2023-01-26 13:05:04.178,General ,TWITTER,Community Engagement ,33588,1788,Photo,5.323329760628797
2857,2023-01-26 12:45:14.198,DOTA2,TWITTER,Community Engagement ,1236,64,Photo,5.177993527508091
2858,2023-01-26 12:45:10.000,General ,FBPAGE,Community Engagement ,32172,4627,Photo,14.382071366405569
2862,2023-01-26 12:21:10.539,General ,TWITTER,Community Engagement ,3372,76,Video,2.2538552787663106
2863,2023-01-26 12:00:01.346,General ,TWITTER,Community Engagement ,9785,101,Text,1.032192130812468
2867,2023-01-26 11:24:10.266,DOTA2,TWITTER,Community Engagement ,3883,322,Photo,8.292557301055885
2868,2023-01-26 11:24:05.000,General ,FBPAGE,Community Engagement ,45688,8680,Photo,18.998424093853966
2869,2023-01-26 11:23:07.000,General ,TIKTOK_BUSINESS,Community Engagement ,768,85,Video,11.067708333333332
2870,2023-01-26 11:00:10.357,General ,TWITTER,Community Engagement ,14156,521,Photo,3.680418197230856
2871,2023-01-26 11:00:05.433,General ,TWITTER,Community Engagement ,621,30,Video,4.830917874396135
2874,2023-01-26 10:02:04.318,DOTA2,TWITTER,Community Engagement ,679,16,Photo,2.3564064801178204
2875,2023-01-26 10:00:02.291,DOTA2,TWITTER,Community Engagement ,1562,68,Photo,4.353393085787452
2876,2023-01-26 10:00:02.000,General ,FBPAGE,Community Engagement ,10429,823,Photo,7.891456515485665
2877,2023-01-26 09:16:01.834,DOTA2,TWITTER,Community Engagement ,177,2,Text,1.1299435028248588
2878,2023-01-26 09:12:56.718,DOTA2,TWITTER,Community Engagement ,315,16,Text,5.079365079365079
2879,2023-01-26 09:08:00.523,General ,TWITTER,Community Engagement ,6673,668,Video,10.010490034467256
2880,2023-01-26 09:00:16.000,General ,INSTAGRAM,Community Engagement ,29416,748,Carousel,2.5428338319282022
2881,2023-01-26 09:00:03.318,General ,TWITTER,Community Engagement ,214636,8985,Photo,4.186157028643843
2882,2023-01-26 09:00:02.000,General ,FBPAGE,Community Engagement ,36503,2115,Photo,5.794044325123963
2886,2023-01-26 08:10:23.339,DOTA2,TWITTER,Community Engagement ,1266,81,Photo,6.398104265402843
2887,2023-01-26 08:10:02.000,General ,FBPAGE,Community Engagement ,7737,1594,Photo,20.602300633320407
2888,2023-01-26 08:10:00.319,DOTA2,TWITTER,Community Engagement ,4230,397,Photo,9.38534278959811
2889,2023-01-25 23:39:49.652,General ,TWITTER,Community Engagement ,1935,121,Video,6.253229974160207
2890,2023-01-25 16:16:59.900,General ,TWITTER,Community Engagement ,921,45,Video,4.88599348534202
2891,2023-01-25 16:01:35.534,General ,TWITTER,Community Engagement ,666,35,Video,5.255255255255255
2892,2023-01-25 16:01:21.832,General ,TWITTER,Community Engagement ,17221,541,Photo,3.1415132686835836
2893,2023-01-25 15:58:16.836,General ,TWITTER,Community Engagement ,744,23,Video,3.0913978494623655
2894,2023-01-25 15:57:57.128,General ,TWITTER,Community Engagement ,1140,57,Video,5.0
2895,2023-01-25 15:55:16.723,General ,TWITTER,Community Engagement ,750,43,Video,5.733333333333333
2896,2023-01-25 15:01:35.458,General ,TWITTER,Community Engagement ,8540,31,Link,0.3629976580796253
2897,2023-01-25 15:00:53.344,General ,TWITTER,Community Engagement ,14488,900,Video,6.212037548315847
2898,2023-01-25 14:58:51.671,General ,TWITTER,Community Engagement ,6680,727,Video,10.883233532934131
2899,2023-01-25 14:00:02.578,DOTA2,TWITTER,Community Engagement ,18726,1649,Photo,8.805938267649257
2901,2023-01-25 13:22:30.204,General ,TWITTER,Community Engagement ,3987,251,Photo,6.295460245798846
2902,2023-01-25 13:00:36.023,General ,TWITTER,Community Engagement ,8431,34,Link,0.40327363302099395
2903,2023-01-25 13:00:20.641,General ,TWITTER,Community Engagement ,14133,374,Photo,2.646288827566688
2904,2023-01-25 12:42:16.000,General ,INSTAGRAM,Community Engagement ,1500,52,Video,3.4666666666666663
2905,2023-01-25 12:41:21.000,General ,YOUTUBE,Community Engagement ,2213,38,Video,1.7171260732037958
2906,2023-01-25 12:39:17.000,General ,TIKTOK_BUSINESS,Community Engagement ,1592,91,Video,5.71608040201005
2907,2023-01-25 12:06:28.500,General ,TWITTER,Community Engagement ,127,7,Text,5.511811023622047
2908,2023-01-25 11:39:36.472,General ,TWITTER,Community Engagement ,1088,27,Photo,2.4816176470588234
2909,2023-01-25 11:26:23.000,General ,TIKTOK_BUSINESS,Community Engagement ,649,47,Video,7.24191063174114
2910,2023-01-25 11:20:16.965,General ,TWITTER,Community Engagement ,27032,845,Video,3.1259248298313116
2911,2023-01-25 11:17:21.332,General ,TWITTER,Community Engagement ,4740,247,Photo,5.210970464135021
2912,2023-01-25 11:10:13.087,DOTA2,TWITTER,Community Engagement ,2522,231,Video,9.1593973037272
2913,2023-01-25 11:06:11.023,General ,TWITTER,Community Engagement ,12341,204,Link,1.653026497042379
2914,2023-01-25 11:06:07.000,General ,FBPAGE,Community Engagement ,21361,3158,Video,14.783952062169375
2919,2023-01-25 11:00:59.534,General ,TWITTER,Community Engagement ,256502,12348,Video,4.81399755167601
2920,2023-01-25 11:00:55.000,General ,INSTAGRAM,Community Engagement ,12594,244,Video,1.937430522471018
2921,2023-01-25 11:00:00.000,General ,FBPAGE,Community Engagement ,17968,1121,Video,6.23886910062333
2922,2023-01-25 10:24:00.000,Content Creators,YOUTUBE,Community Engagement ,1839,88,Video,4.78520935290919
2923,2023-01-25 10:03:19.629,General ,TWITTER,Community Engagement ,2772,63,Text,2.272727272727273
2924,2023-01-25 09:22:42.000,General ,INSTAGRAM,Community Engagement ,7505,0,Photo,0.0
2930,2023-01-24 18:33:53.955,DOTA2,TWITTER,N/A ,85,1,Text,1.1764705882352942
2931,2023-01-24 18:33:24.095,DOTA2,TWITTER,N/A ,103,0,Text,0.0
2934,2023-01-24 16:44:25.142,DOTA2,TWITTER,Community Engagement ,1460,53,Text,3.6301369863013697
2935,2023-01-24 16:44:24.254,DOTA2,TWITTER,Community Engagement ,2028,373,Mixed,18.392504930966467
2936,2023-01-24 16:44:16.000,General ,FBPAGE,Community Engagement ,57267,14080,Photo,24.586585642691254
2937,2023-01-24 16:44:16.000,General ,FBPAGE,Community Engagement ,28634,7040,Photo,24.586156317664315
2938,2023-01-24 16:44:16.000,General ,FBPAGE,Community Engagement ,28634,7040,Photo,24.586156317664315
